"genename","uniprot","mean_patient","mean_ctrl","mito","complex"
"A2M","P01023",556298.1875,2185458.2,"nonmito",""
"AAAS","Q9NRG9",34104.9752633333,25155.583594,"nonmito",""
"AACS","Q86V21",32157.1432266667,35085.373828,"nonmito",""
"AAGAB","Q6PD74",30102.2408866667,33502.086328,"nonmito",""
"AAK1","Q2M2I8",44331.7630233333,46728.79297,"nonmito",""
"AAMDC","Q9H7C9",40269.6979166667,39531.430858,"nonmito",""
"AAMP","Q13685",26678.44401,27175.815624,"nonmito",""
"AAR2","Q9Y312",26353.10482,21399.802734,"nonmito",""
"AARS1","P49588",321245.250033333,202369.4594,"nonmito",""
"AARS2","Q5JTZ9",27673.5104166667,31245.149218,"mito",""
"AARSD1","Q9BTE6;Q9BTE6-2;Q9BTE6-3",63325.64323,66153.883594,"nonmito",""
"AASDHPPT","Q9NRN7",44675.61328,48460.01094,"nonmito",""
"AASS","Q9UDR5",26965.91927,22492.4625,"mito",""
"AATF","Q9NY61",18814.7968733333,21920.201174,"nonmito",""
"ABCB10","Q9NRK6",16092.19043,15596.4957014,"mito",""
"ABCB6","Q9NP58;Q9NP58-4",237740.161466667,136257.90312,"mito",""
"ABCB7","O75027;O75027-2",23234.7089866667,20301.030664,"mito",""
"ABCC1","P33527;P33527-9",42119.96224,33375.03125,"nonmito",""
"ABCC4","O15439;O15439-2",26021.9205733333,24175.287502,"nonmito",""
"ABCD1","P33897",28290.1237,22415.59922,"mito",""
"ABCD3","P28288",43473.3606766667,47124.727346,"mito",""
"ABCE1","P61221",133543.4818,115344.63596,"nonmito",""
"ABCF1","Q8NE71",85439.0104166667,92199.195322,"nonmito",""
"ABCF2","Q9UG63;Q9UG63-2",44454.53125,59985.089846,"nonmito",""
"ABCF3","Q9NUQ8;Q9NUQ8-2",44324.3776033333,45445.102344,"nonmito",""
"ABHD10","Q9NUJ1",125804.354166667,117026.77812,"mito",""
"ABHD11","Q8NFV4;Q8NFV4-4",64655.1328133333,77030.805468,"mito",""
"ABHD12","Q8N2K0;Q8N2K0-2",29865.4576833333,67636.489064,"nonmito",""
"ABHD14B","Q96IU4",243682.229166667,191547.54378,"nonmito",""
"ABHD16A","O95870",27631.3229166667,37523.38711,"nonmito",""
"ABHD4","Q8TB40",15353.8512366667,9266.914745,"nonmito",""
"ABI1","Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9",25594.79362,56349.873438,"nonmito",""
"ABLIM3","O94929;O94929-2;O94929-3",8246.02750666667,22712.110546,"nonmito",""
"ABR","Q12979;Q12979-2;Q12979-4",35333.61328,35923.560548,"nonmito",""
"ABRACL","Q9P1F3",36178.4362,91315.893746,"nonmito",""
"ABRAXAS2","Q15018",22429.64518,22629.636722,"nonmito",""
"ABT1","Q9ULW3",73287.6875,66434.914846,"nonmito",""
"ACAA1","P09110",75567.65365,67048.913282,"mito",""
"ACAA2","P42765",147114.270866667,115537.74378,"mito",""
"ACACA","Q13085;Q13085-2;Q13085-3;Q13085-4",36883.16276,45726.696094,"mito",""
"ACAD11","Q709F0",27622.4667966667,36176.74141,"mito",""
"ACAD8","Q9UKU7",33014.8841133333,15171.611718,"mito",""
"ACAD9","Q9H845",32732.14974,30786.490626,"mito",""
"ACADM","P11310;P11310-2",76088.9687533333,60548.941408,"mito",""
"ACADVL","P49748;P49748-3",169492.500033333,172971.46252,"mito",""
"ACAP2","Q15057",26369.9472666667,27413.31211,"nonmito",""
"ACAT1","P24752",137365.6146,181116.94064,"mito",""
"ACAT2","Q9BWD1;Q9BWD1-2",104543.57291,118819.795338,"nonmito",""
"ACBD3","Q9H3P7",111725.031233333,109706.2469,"nonmito",""
"ACBD5","Q5T8D3-2;Q5T8D3-3",17062.2464166667,24459.223828,"nonmito",""
"ACBD6","Q9BR61",15440.8385433333,11968.98125,"nonmito",""
"ACIN1","Q9UKV3",38802.02474,33326.335156,"nonmito",""
"ACLY","P53396",384823.593766667,440745.31252,"mito",""
"ACO1","P21399",69529.6562533333,95646.070322,"nonmito",""
"ACO2","Q99798",98431.2239533333,105697.500032,"mito",""
"ACOT1","Q86TX2",72999.8098966667,54962.65078,"nonmito",""
"ACOT13","Q9NPJ3;Q9NPJ3-2",60638.1223933333,76186.346876,"mito",""
"ACOT7","O00154;O00154-4;O00154-6;O00154-7",176782.671866667,236671.98438,"mito",""
"ACOT8","O14734",78616.14323,96536.040614,"nonmito",""
"ACOT9","Q9Y305;Q9Y305-2;Q9Y305-4",55236.4505233333,73323.540626,"mito",""
"ACOX1","Q15067;Q15067-2",39062.7526033333,44332.621876,"nonmito",""
"ACOX2","Q99424",15276.86491,13382.3228522,"nonmito",""
"ACOX3","O15254",35493.6302066667,29010.202736,"nonmito",""
"ACP1","P24666",170154.5469,181949.02816,"nonmito",""
"ACP2","P11117",106534.096366667,67467.879688,"nonmito",""
"ACSF2","Q96CM8;Q96CM8-2;Q96CM8-3",9393.04882833333,9991.0877934,"mito",""
"ACSF3","Q4G176",24443.6263033333,25300.492968,"mito",""
"ACSL1","P33121",33177.0084633333,34799.47422,"mito",""
"ACSL3","O95573",88372.07292,107403.35782,"nonmito",""
"ACSL4","O60488;O60488-2",46161.59896,63878.396876,"nonmito",""
"ACSS2","Q9NR19;Q9NR19-2",15369.47526,34082.233596,"nonmito",""
"ACTB","P60709",19681201.3333333,19043113.6,"nonmito",""
"ACTBL2","Q562R1",2380107.58333333,1188174.0375,"nonmito",""
"ACTC1","P68032",2272990,1676797.275,"nonmito",""
"ACTL6A","O96019",66719.0924466667,59782.653908,"nonmito",""
"ACTN1","P12814-3",627039.5625,619910.9625,"nonmito",""
"ACTN4","O43707",1126091.95833333,1393660.65,"nonmito",""
"ACTR10","Q9NZ32",34950.2408866667,36590.30078,"nonmito",""
"ACTR1A","P61163",485341.2396,497286.54376,"nonmito",""
"ACTR1B","P42025",181283.8646,167091.49064,"nonmito",""
"ACTR2","P61160",490689.1875,458331.26252,"nonmito",""
"ACTR3","P61158",749686.291666667,735629.45,"nonmito",""
"ACVR1","Q04771",18450.8212866667,29830.10625,"nonmito",""
"ACY1","Q03154",55640.1536433333,35563.161718,"nonmito",""
"ACYP1","P07311",17879.37435,19136.598046,"nonmito",""
"ACYP2","P14621",26552.3014333333,26014.434766,"nonmito",""
"ADA","P00813",39393.3919266667,30429.716404,"nonmito",""
"ADAM10","O14672",41812.2955733333,58343.060938,"nonmito",""
"ADAM15","Q13444;Q13444-11;Q13444-12;Q13444-2;Q13444-3;Q13444-4;Q13444-5",12193.8769533333,16939.236718,"nonmito",""
"ADAM17","P78536",24111.8125,15506.087502,"nonmito",""
"ADAM9","Q13443",31833.5931,30848.075782,"nonmito",""
"ADAR","P55265;P55265-4",42679.67448,40078.714844,"nonmito",""
"ADCY9","O60503",73722.6145833333,70598.540624,"nonmito",""
"ADD1","P35611;P35611-2;P35611-3;P35611-6",163350.1146,95228.68906,"nonmito",""
"ADD3","Q9UEY8-2",176832.729166667,90518.139074,"nonmito",""
"ADGRA2","Q96PE1;Q96PE1-2",32990.8470033333,28515.007812,"nonmito",""
"ADGRE5","P48960;P48960-2;P48960-3",44305.84245,57908.823438,"nonmito",""
"ADH5","P11766",486692.177133333,434319.50628,"nonmito",""
"ADI1","Q9BV57",53719.1145833333,51308.010938,"nonmito",""
"ADK","P55263;P55263-3",61367.1054666667,75080.439844,"nonmito",""
"ADNP","Q9H2P0",10263.7413726667,13449.96504,"nonmito",""
"ADO","Q96SZ5",92683.8854166667,83794.342196,"nonmito",""
"ADPGK","Q9BRR6;Q9BRR6-2",38020.73047,44569.55547,"nonmito",""
"ADPRS","Q9NX46",49270.9283833333,45831.791406,"nonmito",""
"ADRM1","Q16186",104254.42185,138367.90158,"nonmito",""
"ADSL","P30566",60665.2773433333,54747.966406,"nonmito",""
"ADSS2","P30520",132663.6953,176801.7719,"nonmito",""
"AEBP1","Q8IUX7",65307.7148433333,54219.62344,"nonmito",""
"AFAP1","Q8N556;Q8N556-2",67876.9778666667,42170.228126,"nonmito",""
"AFDN","P55196-1;P55196-2;P55196-3",14120.4296866667,16567.53711,"nonmito",""
"AFF4","Q9UHB7",146386.015633333,108616.23164,"nonmito",""
"AFG3L2","Q9Y4W6",35635.8294266667,30788.550392,"mito",""
"AFTPH","Q6ULP2;Q6ULP2-6;Q6ULP2-8;Q6ULP2-9",32003.7858066667,30092.508592,"nonmito",""
"AGA","P20933",97498.00522,42086.905468,"nonmito",""
"AGAP3","Q96P47;Q96P47-2;Q96P47-4",19149.7220066667,19313.866016,"nonmito",""
"AGFG1","P52594;P52594-2;P52594-3;P52594-4",51501.2486966667,42848.002344,"nonmito",""
"AGFG2","O95081",22767.5,13531.30703,"nonmito",""
"AGK","Q53H12",60828.0611966667,54457.999218,"mito",""
"AGL","P35573",47332,28652.71953,"nonmito",""
"AGO1","Q9UL18",28083.82422,20988.57539,"nonmito",""
"AGO2","Q9UKV8",49424.2708333333,38350.308594,"nonmito",""
"AGO3","Q9H9G7",43633.9127633333,28667.271486,"nonmito",""
"AGPAT2","O15120",36249.6074233333,34917.121876,"nonmito",""
"AGPAT3","Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3",30589.51823,28791.491798,"nonmito",""
"AGPAT4","Q9NRZ5",22550.3593766667,16204.573439,"mito",""
"AGPS","O00116",103738.440133333,92991.843752,"nonmito",""
"AGTRAP","Q6RW13",71646.86849,71847.94297,"nonmito",""
"AHCTF1","Q8WYP5;Q8WYP5-2;Q8WYP5-3",15235.8971366667,11974.3374996,"nonmito",""
"AHCY","P23526",279177.7292,314223.13752,"nonmito",""
"AHCYL1","O43865",83009.6145866667,69033.27422,"mito",""
"AHCYL2","Q96HN2;Q96HN2-2;Q96HN2-3;Q96HN2-4",19116.82064,17262.932618,"nonmito",""
"AHNAK","Q09666",400139.072933333,430955.81878,"nonmito",""
"AHNAK2","Q8IVF2-3",31037.1699233333,84430.703902,"nonmito",""
"AHR","P35869",14299.17513,11198.5765628,"nonmito",""
"AHSA1","O95433",183486.218766667,223002.45312,"nonmito",""
"AHSG","P02765",304376.218766667,13908.0097652,"nonmito",""
"AIDA","Q96BJ3",109276.039066667,86841.23594,"nonmito",""
"AIFM1","O95831;O95831-3",68163.3125,84632.670314,"mito",""
"AIFM2","Q9BRQ8",50710.1249966667,43174.592582,"mito",""
"AIMP1","Q12904;Q12904-2",90680.8099,83531.735938,"nonmito",""
"AIMP2","Q13155",112974.044266667,91185.895306,"nonmito",""
"AIP","O00170",75845.0026066667,82881.72344,"nonmito",""
"AK1","P00568",309600.822933333,258630.05626,"nonmito",""
"AK2","P54819;P54819-2",40972.1171866667,81242.070306,"mito",""
"AK3","Q9UIJ7",60293.5924466667,85559.339056,"mito",""
"AK5","Q9Y6K8;Q9Y6K8-3",90037.6276066667,329963.04378,"nonmito",""
"AK6","Q9Y3D8",18695.6998733333,27008.93125,"nonmito",""
"AKAP11","Q9UKA4",12765.37565,13481.134182,"nonmito",""
"AKAP12","Q02952;Q02952-2;Q02952-3",69180.2604166667,38157.460938,"nonmito",""
"AKAP13","Q12802",18083.62988,22415.339064,"nonmito",""
"AKAP17A","Q02040",915164.583333333,858140.4,"nonmito",""
"AKAP2","Q9Y2D5-6",92604.04948,94636.484368,"nonmito",""
"AKAP8","O43823",11345.2060546667,10309.1103518,"nonmito",""
"AKAP8L","Q9ULX6",24136.27604,16222.044336,"nonmito",""
"AKAP9","Q99996;Q99996-1;Q99996-3;Q99996-5;Q99996-6",14085.8251966667,15929.30586,"nonmito",""
"AKR1A1","P14550",128931.669266667,133252.14532,"nonmito",""
"AKR1B1","P15121",208660.6354,188465.21564,"nonmito",""
"AKR1C2","P52895",60020.3671866667,53741.163282,"nonmito",""
"AKR1C3","P42330",303074.3125,162634.098432,"nonmito",""
"AKR7A2","O43488",200299.708366667,235563.63442,"mito",""
"AKT1","P31749",31517.10807,29427.314064,"nonmito",""
"AKT1S1","Q96B36",72600.0260433333,98902.329698,"nonmito",""
"AKT2","P31751",35792.4544266667,36170.12422,"nonmito",""
"AKT3","Q9Y243;Q9Y243-2",19539.9225233333,15590.794728,"nonmito",""
"AKTIP","Q9H8T0;Q9H8T0-2",31294.33203,20910.947656,"nonmito",""
"ALAD","P13716;P13716-2",83387.31771,77270.98125,"nonmito",""
"ALCAM","Q13740;Q13740-2",105860.119766667,135051.20782,"nonmito",""
"ALDH16A1","Q8IZ83",38467.46875,33652.296092,"nonmito",""
"ALDH18A1","P54886;P54886-2",130361.9922,143138.66722,"mito",""
"ALDH1A3","P47895",39749.3268266667,32374.2491214,"nonmito",""
"ALDH1B1","P30837",78877.8229166667,64595.773056,"mito",""
"ALDH1L2","Q3SY69",192393.661466667,96435.012494,"mito",""
"ALDH2","P05091",135827.885433333,63682.020314,"mito",""
"ALDH3A2","P51648;P51648-2",36056.3411466667,35487.925782,"mito",""
"ALDH3B1","P43353",20953.4440133333,19253.422462,"nonmito",""
"ALDH4A1","P30038",43811.90495,58472.758594,"mito",""
"ALDH6A1","Q02252;Q02252-2",61048.9101566667,45630.06328,"mito",""
"ALDH7A1","P49419-2",148460.9531,104125.646882,"mito",""
"ALDH9A1","P49189",221652.541666667,163897.46094,"mito",""
"ALDOA","P04075",1340568.91666667,1445898.95,"nonmito",""
"ALDOC","P09972",114801.708333333,74665.273438,"nonmito",""
"ALG1","Q9BT22",56450.58854,46739.696094,"nonmito",""
"ALG11","Q2TAA5",47441.6080733333,28789.691016,"nonmito",""
"ALG12","Q9BV10",51119.2057266667,14034.769922,"nonmito",""
"ALG13","Q9NP73-2",88087.12241,74076.622656,"nonmito",""
"ALG2","Q9H553",66194.2070333333,49957.948438,"nonmito",""
"ALG3","Q92685;Q92685-2",67268.63542,74691.528134,"nonmito",""
"ALG5","Q9Y673",82854.3593766667,80981.617188,"nonmito",""
"ALG9","Q9H6U8;Q9H6U8-3",32339.2513,24391.708986,"nonmito",""
"ALKBH5","Q6P6C2;Q6P6C2-1;Q6P6C2-3",29914.1731766667,19102.691796,"nonmito",""
"ALYREF","Q86V81",129885.6354,130167.19376,"nonmito",""
"AMACR","Q9UHK6;Q9UHK6-5",16721.1809866667,16987.58633,"mito",""
"AMDHD2","Q9Y303",33751.8522133333,54170.883594,"nonmito",""
"AMFR","Q9UKV5",30184.2460933333,35537.1918,"nonmito",""
"AMPD2","Q01433",69847.92448,77427.239064,"nonmito",""
"AMPH","P49418;P49418-2",28705.9453133333,33246.124222,"nonmito",""
"ANAPC1","Q9H1A4",24783.82422,19948.608202,"nonmito",""
"ANAPC2","Q9UJX6;Q9UJX6-2",26793.7643233333,20071.250782,"nonmito",""
"ANAPC4","Q9UJX5;Q9UJX5-3",32944.8776066667,24681.667188,"nonmito",""
"ANAPC5","Q9UJX4",13523.8339833333,7815.042677,"nonmito",""
"ANAPC7","Q9UJX3;Q9UJX3-2",20363.0097666667,20741.41328,"nonmito",""
"ANGPTL2","Q9UKU9",21371.7714833333,12989.3666014,"nonmito",""
"ANK2","Q01484;Q01484-2;Q01484-5",38710.7994766667,23865.36094,"nonmito",""
"ANKFY1","Q9P2R3;Q9P2R3-2;Q9P2R3-4",81788.88021,60729.971876,"nonmito",""
"ANKHD1","Q8IWZ3;Q8IWZ3-4;Q8IWZ3-6",18113.1510433333,14114.809376,"nonmito",""
"ANKLE2","Q86XL3",17178.8929033333,23639.369922,"nonmito",""
"ANKMY2","Q8IV38",8926.79622366667,11513.2484374,"nonmito",""
"ANKRD13A","Q8IZ07",41114.92448,62465.746094,"nonmito",""
"ANKRD17","O75179;O75179-2;O75179-7",40188.7317733333,34952.457422,"nonmito",""
"ANKRD28","O15084;O15084-1;O15084-2;O15084-4",16384.8623033333,21268.683006,"nonmito",""
"ANKZF1","Q9H8Y5",16267.31543,19631.103122,"nonmito",""
"ANO10","Q9NW15",41476.4583333333,86090.671874,"nonmito",""
"ANO6","Q4KMQ2;Q4KMQ2-2;Q4KMQ2-3",31582.56836,41004.72422,"nonmito",""
"ANP32A","P39687",256680.906266667,182874.38752,"nonmito",""
"ANP32B","Q92688;Q92688-2",390589.979166667,224703.37814,"nonmito",""
"ANP32E","Q9BTT0",35547.6536433333,29015.685936,"nonmito",""
"ANPEP","P15144",540177.6875,871472.5,"nonmito",""
"ANTXR1","Q9H6X2;Q9H6X2-5",41946.3151066667,31200.834766,"nonmito",""
"ANTXR2","P58335-4",29221.2473966667,40856.757814,"nonmito",""
"ANXA1","P04083",1307356.33333333,2050244.9,"nonmito",""
"ANXA11","P50995;P50995-2",247197.031233333,338544.30002,"nonmito",""
"ANXA2","P07355",4404575.16666667,5492118,"nonmito",""
"ANXA3","P12429",24699.2415366667,24911.381446,"nonmito",""
"ANXA4","P09525",412441.864633333,459509.98128,"nonmito",""
"ANXA5","P08758",3844292.5,5478643.1,"nonmito",""
"ANXA6","P08133",1084572.16666667,1056901.45,"nonmito",""
"ANXA7","P20073;P20073-2",202557.0625,172931.92188,"nonmito",""
"AP1B1","Q10567;Q10567-2",181875.8594,163461.8,"nonmito",""
"AP1G1","O43747;O43747-2",89063.0963566667,77202.664062,"nonmito",""
"AP1M1","Q9BXS5;Q9BXS5-2",134367.000033333,151298.62658,"nonmito",""
"AP1S1","P61966",46915.0598933333,40425.506642,"nonmito",""
"AP1S2","P56377",51486.5221366667,68162.817968,"nonmito",""
"AP2A1","O95782;O95782-2",178934.1875,210865.85,"nonmito",""
"AP2A2","O94973",171250.3594,142011.64376,"nonmito",""
"AP2B1","P63010;P63010-2",193275.875,166425.85938,"nonmito",""
"AP2M1","Q96CW1;Q96CW1-2",224297.718766667,215913.90314,"nonmito",""
"AP2S1","P53680",195271.9323,205389.23752,"nonmito",""
"AP3B1","O00203;O00203-3",101818.17709,94976.110938,"nonmito",""
"AP3B2","Q13367;Q13367-4",61618.44141,59783.310936,"nonmito",""
"AP3D1","O14617;O14617-5",58094.8502633333,64734.043752,"nonmito",""
"AP3M1","Q9Y2T2",151052.109366667,150019.99688,"nonmito",""
"AP3M2","P53677",68890.1848966667,64747.274998,"nonmito",""
"AP3S1","Q92572",133296.864633333,122988.46564,"nonmito",""
"AP4E1","Q9UPM8",19052.1282533333,13227.937304,"nonmito",""
"AP4M1","O00189",29222.46159,24121.273828,"nonmito",""
"AP5Z1","O43299",13889.3958366667,14588.453124,"nonmito",""
"APAF1","O14727;O14727-4;O14727-5",31993.0481766667,23153.833984,"nonmito",""
"APBB1","O00213;O00213-2",343246.322933333,439110.96252,"nonmito",""
"APBB1IP","Q7Z5R6",22282.0979833333,40508.71836,"nonmito",""
"APBB2","Q92870;Q92870-2;Q92870-4",16488.51009,12340,"nonmito",""
"APEH","P13798",147931.885433333,152931.78438,"nonmito",""
"APEX1","P27695",156700.0573,141427.32816,"mito",""
"APH1A","Q96BI3;Q96BI3-2",20545.4720066667,25374.452734,"nonmito",""
"API5","Q9BZZ5",122584.984366667,103723.581244,"nonmito",""
"APIP","Q96GX9",28993.78646,34152.082422,"nonmito",""
"APLP2","Q06481;Q06481-3;Q06481-6",12595.33789,34221.24805,"nonmito",""
"APMAP","Q9HDC9",222233.093766667,284601.47814,"nonmito",""
"APOA1","P02647",27051.2044266667,31293.065626,"nonmito",""
"APOB","P04114",71548.05078,99115.892188,"nonmito",""
"APOBEC3C","Q9NRW3",72063.1718766667,79241.331252,"nonmito",""
"APOBEC3D","Q96AK3",13706.0172533333,18583.7183588,"nonmito",""
"APOL2","Q9BQE5",54267.1510433333,64885.182034,"nonmito",""
"APOO","Q9BUR5;Q9BUR5-2",33403.6575533333,29771.026562,"mito",""
"APOOL","Q6UXV4",39502.9661466667,37744.057814,"mito",""
"APP","P05067;P05067-9",30035.2389333333,46181.915626,"nonmito",""
"APPL1","Q9UKG1",45167.69401,33632.490236,"nonmito",""
"APPL2","Q8NEU8",59318.27474,83781.282814,"nonmito",""
"APRT","P07741",245482.583366667,331533.33128,"nonmito",""
"AQR","O60306",95226.9661566667,73864.009376,"nonmito",""
"ARAF","P10398",31551.75456,24386.066796,"nonmito",""
"ARAP1","Q96P48;Q96P48-3",64877.0625033333,45088.460156,"nonmito",""
"ARCN1","P48444",252305.838566667,234220.6594,"nonmito",""
"ARF1","P84077",1026296.521,1025309.9001,"nonmito",""
"ARF4","P18085",1609307,1600843.275,"nonmito",""
"ARF5","P84085",161672.218766667,135675.99064,"mito",""
"ARF6","P62330",236124.7969,224132.69064,"nonmito",""
"ARFGAP1","Q8N6T3",51526.3450533333,44700.272658,"nonmito",""
"ARFGAP2","Q8N6H7",39594.9270833333,47453.16953,"nonmito",""
"ARFGAP3","Q9NP61;Q9NP61-2",60850.1888033333,53921.93906,"nonmito",""
"ARFGEF1","Q9Y6D6",24547.2806,24690.85625,"nonmito",""
"ARFGEF2","Q9Y6D5",33813.4472633333,35916.990626,"nonmito",""
"ARFIP1","P53367-2",33554.00586,49338.666406,"nonmito",""
"ARFIP2","P53365;P53365-3",23552.0963533333,25525.292578,"nonmito",""
"ARFRP1","Q13795",21120.0957033333,11243.2558598,"nonmito",""
"ARGLU1","Q9NWB6",38254.3945333333,33139.971094,"nonmito",""
"ARHGAP1","Q07960",354938.4896,291165.45002,"nonmito",""
"ARHGAP10","A1A4S6",16344.0478533333,12089.521096,"nonmito",""
"ARHGAP12","Q8IWW6;Q8IWW6-2;Q8IWW6-4",11581.07194,13906.324414,"nonmito",""
"ARHGAP17","Q68EM7;Q68EM7-5;Q68EM7-6",89257.2526033333,86748.18672,"nonmito",""
"ARHGAP18","Q8N392",40233.8971366667,51528.108596,"nonmito",""
"ARHGAP21","Q5T5U3",12385.47233,9881.3015638,"nonmito",""
"ARHGAP22","Q7Z5H3;Q7Z5H3-2;Q7Z5H3-3;Q7Z5H3-5",23864.9394566667,29703.633204,"nonmito",""
"ARHGAP24","Q8N264;Q8N264-3",14270.9264333333,21022.370508,"nonmito",""
"ARHGAP29","Q52LW3",25109.4902333333,34706.106252,"nonmito",""
"ARHGAP31","Q2M1Z3",12890.41732,12249.3815434,"nonmito",""
"ARHGAP35","Q9NRY4",28266.0930966667,30952.472266,"nonmito",""
"ARHGAP5","Q13017;Q13017-2",19028.4837266667,17482.781836,"nonmito",""
"ARHGDIA","P52565",842852.729166667,940356.0125,"nonmito",""
"ARHGEF1","Q92888;Q92888-3",49608.1041666667,57801.671876,"nonmito",""
"ARHGEF10","O15013;O15013-4;O15013-5;O15013-6;O15013-7",27801.6197933333,24505.43125,"nonmito",""
"ARHGEF10L","Q9HCE6;Q9HCE6-2;Q9HCE6-3",13999.4313133333,9368.2083988,"nonmito",""
"ARHGEF11","O15085;O15085-2",30700.7337233333,28848.55664,"nonmito",""
"ARHGEF12","Q9NZN5",23547.1660166667,26695.723826,"nonmito",""
"ARHGEF17","Q96PE2",24638.02474,25832.410352,"nonmito",""
"ARHGEF2","Q92974;Q92974-2;Q92974-3",95480.3098966667,69774.190626,"nonmito",""
"ARHGEF40","Q8TER5",26313.3131533333,24444.144922,"nonmito",""
"ARHGEF6","Q15052;Q15052-2",24868.2369766667,37342.81211,"nonmito",""
"ARHGEF7","Q14155-1;Q14155-5",56646.9348966667,55447.5125,"nonmito",""
"ARID1A","O14497;O14497-3",10761.2565083333,11420.8843736,"nonmito",""
"ARID2","Q68CP9;Q68CP9-3",16021.7343766667,11976.9759764,"nonmito",""
"ARIH1","Q9Y4X5",37987.5885433333,36048.789062,"nonmito",""
"ARIH2","O95376",27234.3339833333,22815.781642,"nonmito",""
"ARL1","P40616;P40616-2",257354.875033333,258309.73128,"nonmito",""
"ARL2","P36404",52786.23828,67866.707034,"mito",""
"ARL2BP","Q9Y2Y0;Q9Y2Y0-2",35256.6406266667,34791.46211,"nonmito",""
"ARL3","P36405",254668.781266667,204203.22502,"nonmito",""
"ARL6","Q9H0F7;Q9H0F7-2",97927.0156433333,90318.048844,"nonmito",""
"ARL6IP4","Q66PJ3;Q66PJ3-2;Q66PJ3-3;Q66PJ3-7",31941.1165366667,29441.510938,"nonmito",""
"ARL6IP5","O75915",446815.385433333,638521.5875,"nonmito",""
"ARL8A","Q96BM9",27569.26888,28676.722268,"nonmito",""
"ARL8B","Q9NVJ2",258368.953133333,263916.96564,"nonmito",""
"ARMC1","Q9NVT9",21072.65495,18909.591404,"nonmito",""
"ARMC10","Q8N2F6;Q8N2F6-2;Q8N2F6-3;Q8N2F6-4",51222.3932266667,43386.06172,"mito",""
"ARMC5","Q96C12;Q96C12-2;Q96C12-3;Q96C12-4",7652.28841133333,5247.563672,"nonmito",""
"ARMC6","Q6NXE6;Q6NXE6-2",20363.6145833333,20698.74922,"nonmito",""
"ARMC8","Q8IUR7;Q8IUR7-7",29002.1035166667,23046.17617,"nonmito",""
"ARMC9","Q7Z3E5;Q7Z3E5-2",20121.4641933333,57647.484386,"nonmito",""
"ARMCX1","Q9P291",63591.2656266667,82114.30626,"mito",""
"ARMCX2","Q7L311",14895.47005,19140.664064,"mito",""
"ARMCX3","Q9UH62",52557.7591166667,78945.370314,"mito",""
"ARMH3","Q5T2E6",17158.3906233333,15383.611914,"nonmito",""
"ARMT1","Q9H993",51251.06771,49181.745314,"nonmito",""
"ARPC1A","Q92747",124770.6771,126313.48596,"nonmito",""
"ARPC1B","O15143",286116.083333333,277316.77504,"nonmito",""
"ARPC2","O15144",347881.8438,356755.86878,"nonmito",""
"ARPC3","O15145",119802.5625,157890.32812,"nonmito",""
"ARPC4","P59998;P59998-3",521054.2396,642927.0875,"nonmito",""
"ARPC5","O15511",383308.2188,387159.58126,"nonmito",""
"ARPC5L","Q9BPX5",102272.95835,110655.671876,"nonmito",""
"ARPIN","Q7Z6K5;Q7Z6K5-2",40782.5611966667,34943.914844,"nonmito",""
"ARRDC1","Q8N5I2",9030.45003166667,5968.3281252,"nonmito",""
"ARSA","P15289;P15289-2",60080.1888066667,129289.84376,"nonmito",""
"ARSB","P15848",142776.583333333,72023.701572,"nonmito",""
"AS3MT","Q9HBK9",26229.5612,26231.971874,"nonmito",""
"ASAH1","Q13510;Q13510-2",164402.5573,96769.38749,"nonmito",""
"ASAP1","Q9ULH1;Q9ULH1-2",21094.03255,24114.604298,"nonmito",""
"ASAP2","O43150;O43150-2",12900.9221996667,12060.7189466,"nonmito",""
"ASB1","Q9Y576",10701.8251946667,7898.0340818,"nonmito",""
"ASCC1","Q8N9N2-2",37569.51172,34273.383594,"nonmito",""
"ASCC2","Q9H1I8",58599.7395833333,58995.096874,"nonmito",""
"ASCC3","Q8N3C0",31306.1223966667,27928.780468,"nonmito",""
"ASF1A","Q9Y294",21102.75651,18062.621876,"nonmito",""
"ASH2L","Q9UBL3;Q9UBL3-3",30449.7910133333,20098.81289,"nonmito",""
"ASL","P04424;P04424-2",57013.5390633333,93552.100006,"nonmito",""
"ASMTL","O95671;O95671-2",40148.8033866667,24842.925978,"nonmito",""
"ASNS","P08243;P08243-2",219396.7969,112810.476574,"nonmito",""
"ASPH","Q12797;Q12797-10",199659.015633333,214849.8719,"nonmito",""
"ASPSCR1","Q9BZE9;Q9BZE9-2",25327.6217433333,30883.967188,"nonmito",""
"ASS1","P00966",163662.885433333,209873.657832,"nonmito",""
"ATAD1","Q8NBU5",44740.3710933333,41750.625,"mito",""
"ATAD3A","Q9NVI7-2",120722.161466667,148351.51096,"mito",""
"ATE1","O95260-2",23430.49414,19221.669338,"nonmito",""
"ATG101","Q9BSB4",18831.94857,20990.164452,"nonmito",""
"ATG13","O75143;O75143-2;O75143-3;O75143-5",13038.4824233333,12111.881056,"nonmito",""
"ATG16L1","Q676U5;Q676U5-2",20815.54753,18851.482814,"nonmito",""
"ATG2B","Q96BY7",22089.1484366667,23052.526172,"nonmito",""
