"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"ACTN1","P12814",736682.4,715147.666666667,"nonmito",""
"ACTN4","O43707",501579.2,391120.333333333,"nonmito",""
"ACTR10","Q9NZ32",62928.38,73326.5666666667,"nonmito",""
"ACTR1A","P61163",261279.6,362931,"nonmito",""
"ACTR1B","P42025",196870.2,197176.666666667,"nonmito",""
"ACTR2","P61160",405645.8,459455.666666667,"nonmito",""
"ACTR3","P61158",584850.6,582509.333333333,"nonmito",""
"ACVR1","Q04771",78670.5,78102.4,"nonmito",""
"ACY1","Q03154",83126.1,67238.1,"nonmito",""
"ACYP1","P07311",62342.74,77333.5,"nonmito",""
"ACYP2","P14621",55670.54,88755.7333333333,"nonmito",""
"ADA","P00813",53056.74,68535.1,"nonmito",""
"ADAM10","O14672",85927.76,78855.7666666667,"nonmito",""
"ADAM15","Q13444;Q13444-10;Q13444-11;Q13444-12;Q13444-13;Q13444-2;Q13444-3;Q13444-4;Q13444-5;Q13444-6;Q13444-7;Q13444-8;Q13444-9",42677,32568.3,"nonmito",""
"ADAM17","P78536",49658.82,46701.8,"nonmito",""
"ADAM9","Q13443",36726.76,46521.6,"nonmito",""
"ADAMTS1","Q9UHI8",22380.525,41792.5333333333,"nonmito",""
"ADAR","P55265;P55265-4",70973.74,58199.7666666667,"nonmito",""
"ADCY9","O60503",50177.26,51928.2333333333,"nonmito",""
"ADD1","P35611;P35611-2;P35611-3;P35611-6",140971.6,136326,"nonmito",""
"ADD3","Q9UEY8-2",127521.62,140899.666666667,"nonmito",""
"ADGRE5","P48960;P48960-2;P48960-3",68808.94,90048.7,"nonmito",""
"ADH5","P11766",256258.6,335552.666666667,"nonmito",""
"ADI1","Q9BV57",112605.76,81389.3333333333,"nonmito",""
"ADK","P55263",100318.32,82466.4333333333,"nonmito",""
"ADNP","Q9H2P0",12240.935,10385.075,"nonmito",""
"ADO","Q96SZ5",58954.25,71533.1,"nonmito",""
"ADPGK","Q9BRR6;Q9BRR6-2",57427.7,56400.4333333333,"nonmito",""
"ADPRS","Q9NX46",66257.92,90273.1,"nonmito",""
"ADRM1","Q16186",150763.48,204403,"nonmito",""
"ADSL","P30566",96241.92,91414.7666666667,"nonmito",""
"ADSS2","P30520",176887,164711.666666667,"nonmito",""
"AFAP1","Q8N556;Q8N556-2",79567.92,60861.7333333333,"nonmito",""
"AFDN","P55196-1;P55196-2;P55196-3",40134.16,29706.1666666667,"nonmito",""
"AFG3L2","Q9Y4W6",64802.74,64694.9666666667,"mito",""
"AGA","P20933",132760.6,136015.666666667,"nonmito",""
"AGAP3","Q96P47;Q96P47-2;Q96P47-4",16011.158,24288.4666666667,"nonmito",""
