"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"A2M","P01023",1249023.4,4695006.66666667,"nonmito",""
"AAAS","Q9NRG9",69600.86,88157.8333333333,"nonmito",""
"AACS","Q86V21",72955.88,90903.2666666667,"nonmito",""
"AAGAB","Q6PD74",134129,118943.333333333,"nonmito",""
"AAK1","Q2M2I8",118087.6,71144.8666666667,"nonmito",""
"AAMDC","Q9H7C9",81736.3,64773.7666666667,"nonmito",""
"AAMP","Q13685",49990.52,70501.8666666667,"nonmito",""
"AAR2","Q9Y312",56659.38,68529.4,"nonmito",""
"AARS1","P49588",206652,211012.666666667,"nonmito",""
"AARS2","Q5JTZ9",49006.98,48881.5,"mito",""
"AARSD1","Q9BTE6;Q9BTE6-2;Q9BTE6-3",102133.7,88307.5333333333,"nonmito",""
"AASDHPPT","Q9NRN7",119609,133704.666666667,"nonmito",""
"AASS","Q9UDR5",56783.525,56162.6,"mito",""
"AATF","Q9NY61",41320.84,68179.4666666667,"nonmito",""
"ABCB10","Q9NRK6",66615.64,50313.5666666667,"mito",""
"ABCB6","Q9NP58;Q9NP58-4",87201.4,125109,"mito",""
"ABCB7","O75027;O75027-2",61407.7,74284.1,"mito",""
"ABCC1","P33527;P33527-9",72300.46,74887.5,"nonmito",""
"ABCC4","O15439;O15439-2",73778.72,69078.9333333333,"nonmito",""
"ABCD1","P33897",76669.82,94549.2666666667,"mito",""
"ABCD3","P28288",72613,86343.4666666667,"mito",""
"ABCD4","O14678",61809.55,44326.5333333333,"nonmito",""
"ABCE1","P61221",185422.6,182760.666666667,"nonmito",""
"ABCF1","Q8NE71",108265,137753.666666667,"nonmito",""
"ABCF2","Q9UG63;Q9UG63-2",97372.74,112125.333333333,"nonmito",""
"ABCF3","Q9NUQ8;Q9NUQ8-2",106646.2,115288.666666667,"nonmito",""
"ABHD10","Q9NUJ1",89209.36,106512.666666667,"mito",""
"ABHD11","Q8NFV4",66774.15,34086.1,"mito",""
"ABHD12","Q8N2K0;Q8N2K0-2",93797.34,82874.8,"nonmito",""
"ABHD14B","Q96IU4",220861.6,209315.666666667,"nonmito",""
"ABHD16A","O95870",80101.7,70796.1333333333,"nonmito",""
"ABHD17B","Q5VST6;Q5VST6-2",31308.6,74353.0666666667,"nonmito",""
"ABI1","Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9",86466.88,76164.7333333333,"nonmito",""
"ABI2","Q9NYB9;Q9NYB9-2;Q9NYB9-4",77844.6,22440.55,"nonmito",""
"ABLIM3","O94929-2;O94929-3",70846.96,64984.1333333333,"nonmito",""
"ABR","Q12979;Q12979-2;Q12979-4",83617.8,76555.9333333333,"nonmito",""
"ABRACL","Q9P1F3",223533.6,205813,"nonmito",""
"ABRAXAS2","Q15018",72536.72,70320.9333333333,"nonmito",""
"ABT1","Q9ULW3",65291.475,121803.066666667,"nonmito",""
"ACAA1","P09110",101190.04,119992.333333333,"mito",""
"ACAA2","P42765",115173.12,138456.666666667,"mito",""
"ACACA","Q13085;Q13085-4",78784.74,81021,"mito",""
"ACAD11","Q709F0",135807.6,102875.333333333,"mito",""
"ACAD8","Q9UKU7",37436.8,47537.2,"mito",""
"ACAD9","Q9H845",71178.4,105744.333333333,"mito",""
"ACADM","P11310;P11310-2",129016,158005,"mito",""
"ACADSB","P45954",42571.06,52190.8666666667,"mito",""
"ACADVL","P49748;P49748-3",220045.2,190922.333333333,"mito",""
"ACAP2","Q15057",62330.44,63109.9333333333,"nonmito",""
"ACAT1","P24752",222039,253748,"mito",""
"ACAT2","Q9BWD1;Q9BWD1-2",178254,414045.666666667,"nonmito",""
"ACBD3","Q9H3P7",164259,176870,"nonmito",""
"ACBD5","Q5T8D3-2;Q5T8D3-3",53796.96,52346.2333333333,"nonmito",""
"ACBD6","Q9BR61",39066.875,38798.7333333333,"nonmito",""
"ACE","P12821;P12821-2",24321.05,68687.1666666667,"nonmito",""
"ACIN1","Q9UKV3",64991.64,84802.7333333333,"nonmito",""
"ACLY","P53396",342206.6,340000.666666667,"mito",""
"ACO1","P21399",153660,163857.666666667,"nonmito",""
"ACO2","Q99798",132799,124410.333333333,"mito",""
"ACOT1","Q86TX2",104863.6,156180.333333333,"nonmito",""
"ACOT13","Q9NPJ3;Q9NPJ3-2",97732.68,181671.333333333,"mito",""
"ACOT7","O00154;O00154-4;O00154-6;O00154-7",246991.6,317993,"mito",""
"ACOT8","O14734",120372.86,144510.433333333,"nonmito",""
"ACOT9","Q9Y305;Q9Y305-2;Q9Y305-4",151186.8,192853.333333333,"mito",""
"ACOX1","Q15067;Q15067-2",84571.16,80716.6666666667,"nonmito",""
"ACOX2","Q99424",61571.125,53192.1,"nonmito",""
"ACOX3","O15254",54032.52,46069.8,"nonmito",""
"ACP1","P24666",243011,243500.666666667,"nonmito",""
"ACP2","P11117",120124.08,130032.666666667,"nonmito",""
"ACSF2","Q96CM8;Q96CM8-2;Q96CM8-3",27590.24,32068.5333333333,"mito",""
"ACSF3","Q4G176",35631.98,45898.9333333333,"mito",""
"ACSL1","P33121",69049.74,91566.1333333333,"mito",""
"ACSL3","O95573",161879.2,189043.666666667,"nonmito",""
"ACSL4","O60488;O60488-2",98765.66,143592.666666667,"nonmito",""
"ACSS2","Q9NR19;Q9NR19-2",89513.54,99159.5333333333,"nonmito",""
"ACTA2","P62736",1419932,794305,"nonmito",""
"ACTB","P60709",1374232,1209893.33333333,"nonmito",""
"ACTBL2","Q562R1",2233977.4,9420330,"nonmito",""
"ACTL6A","O96019",109134.4,125991,"nonmito",""
"ACTN1","P12814",736070.8,704741,"nonmito",""
"ACTN1","P12814-2",181703.2,169086,"nonmito",""
"ACTN4","O43707",535151.2,480956.333333333,"nonmito",""
"ACTR10","Q9NZ32",68825.94,65073.9333333333,"nonmito",""
"ACTR1A","P61163",320490.2,290185,"nonmito",""
"ACTR1B","P42025",199066.4,190745,"nonmito",""
"ACTR2","P61160",418278.8,398688.333333333,"nonmito",""
"ACTR3","P61158",577758.6,517651.333333333,"nonmito",""
"ACVR1","Q04771",93010.28,131483.333333333,"nonmito",""
"ACY1","Q03154",76748.42,82457.8333333333,"nonmito",""
"ACYP1","P07311",67416,87212.9,"nonmito",""
"ACYP2","P14621",57786.56,57918.0333333333,"nonmito",""
"ADA","P00813",53245.92,58513.9333333333,"nonmito",""
"ADAM10","O14672",80223.92,110294,"nonmito",""
"ADAM17","P78536",40786.2,39708.8,"nonmito",""
"ADAM9","Q13443",54850.54,74110.7666666667,"nonmito",""
"ADAMTS1","Q9UHI8",25581.0233333333,35378.9666666667,"nonmito",""
"ADAR","P55265;P55265-4",79795.26,83796.2,"nonmito",""
"ADCY9","O60503",68659.26,44505.1333333333,"nonmito",""
"ADD1","P35611;P35611-2;P35611-3;P35611-6",150379.8,115905.666666667,"nonmito",""
"ADD3","Q9UEY8-2",133419,93271.4333333333,"nonmito",""
