"genename","uniprot","mean_patient","mean_ctrl","UniProt","mito","complex"
"SLC11A2","P49281-2;P49281-3;P49281-5",40852.8333333333,30498.6333333333,"P49281","nonmito",""
"SLC12A2","P55011",106068.666666667,117615,"P55011","nonmito",""
"SLC12A4","Q9UP95;Q9UP95-2",61286.1666666667,58012.6666666667,"Q9UP95","nonmito",""
"SLC12A6","Q9UHW9;Q9UHW9-2;Q9UHW9-3;Q9UHW9-4;Q9UHW9-5;Q9UHW9-6",81166.5333333333,93567.3,"Q9UHW9","nonmito",""
"SLC12A7","Q9Y666",144242.333333333,138999.333333333,"Q9Y666","nonmito",""
"SLC12A9","Q9BXP2",125233,151684,"Q9BXP2","nonmito",""
"SLC16A1","P53985",186150.666666667,159864,"P53985","nonmito",""
"SLC16A10","Q8TF71",26847.7666666667,53638.6,"Q8TF71","nonmito",""
"SLC18B1","Q6NT16",85327.05,80153.8,"Q6NT16","nonmito",""
"SLC19A1","P41440",242309.666666667,222168,"P41440","nonmito",""
"SLC1A3","P43003;P43003-2",274213.333333333,251751,"P43003","nonmito",""
"SLC1A4","P43007",137272.333333333,81086.2333333333,"P43007","nonmito",""
"SLC1A5","Q15758",1347333.33333333,819107.666666667,"Q15758","nonmito",""
"SLC20A1","Q8WUM9",86339.95,107393,"Q8WUM9","nonmito",""
"SLC25A1","P53007",307065,321089,"P53007","mito",""
"SLC25A10","Q9UBX3;Q9UBX3-2",268425.333333333,254527.666666667,"Q9UBX3","mito",""
"SLC25A11","Q02978",466288.666666667,455176,"Q02978","mito",""
"SLC25A12","O75746",136525.666666667,137895,"O75746","mito",""
"SLC25A13","Q9UJS0",361682,452516.333333333,"Q9UJS0","mito",""
"SLC25A15","Q9Y619",115082.333333333,107817.333333333,"Q9Y619","mito",""
"SLC25A17","O43808",238816.666666667,232324.333333333,"O43808","nonmito",""
"SLC25A19","Q9HC21",103309,97407.3,"Q9HC21","mito",""
"SLC25A20","O43772",105987.333333333,139598.333333333,"O43772","mito",""
"SLC25A21","Q9BQT8;Q9BQT8-2",97405.8333333333,94595.3666666667,"Q9BQT8","mito",""
"SLC25A22","Q9H936",205076.333333333,190057.666666667,"Q9H936","mito",""
"SLC25A24","Q6NUK1",216423.333333333,253199.333333333,"Q6NUK1","mito",""
"SLC25A26","Q70HW3;Q70HW3-2",72594.4333333333,84260.0666666667,"Q70HW3","mito",""
"SLC25A3","Q00325-2",630284.333333333,666632.333333333,"Q00325","mito",""
"SLC25A30","Q5SVS4",87093.6,106874,"Q5SVS4","mito",""
"SLC25A32","Q9H2D1",71763.7333333333,72515.8333333333,"Q9H2D1","mito",""
"SLC25A4","P12235",611265,640298.666666667,"P12235","mito",""
"SLC25A40","Q8TBP6",70590.9,43542.6333333333,"Q8TBP6","mito",""
"SLC25A5","P05141",1444770,2019520,"P05141","mito",""
"SLC25A51","Q9H1U9",96003.3,95300.2333333333,"Q9H1U9","mito",""
"SLC25A6","P12236",1497553.33333333,1527496.66666667,"P12236","mito",""
"SLC26A2","P50443",36311.0333333333,41024.9,"P50443","nonmito",""
"SLC27A3","Q5K4L6;Q5K4L6-2",27989.4,36598.4666666667,"Q5K4L6","nonmito",""
"SLC27A4","Q6P1M0",210604,197120,"Q6P1M0","nonmito",""
"SLC29A1","Q99808",131173.333333333,99724.7666666667,"Q99808","nonmito",""
"SLC2A1","P11166",170678.666666667,168132.333333333,"P11166","nonmito",""
"SLC30A5","Q8TAD4",66686.4666666667,49575.7666666667,"Q8TAD4","nonmito",""
"SLC30A7","Q8NEW0",231836.333333333,213403.333333333,"Q8NEW0","nonmito",""
"SLC30A9","Q6PML9",86878.9666666667,82005.3,"Q6PML9","mito",""
"SLC31A1","O15431",105263.5,88771.5,"O15431","nonmito",""
"SLC33A1","O00400",59706.4,46172.8666666667,"O00400","nonmito",""
"SLC35A4","L0R6Q1",53646.7333333333,95070.8,"Q96G79","nonmito",""
"SLC35B2","Q8TB61;Q8TB61-2;Q8TB61-3",108991,107904.333333333,"Q8TB61","nonmito",""
"SLC35E1","Q96K37",149581,156084.666666667,"Q96K37","nonmito",""
"SLC35F2","Q8IXU6;Q8IXU6-3",72664.0666666667,55433.5333333333,"Q8IXU6","nonmito",""
"SLC35F6","Q8N357",107519.966666667,101068.333333333,"Q8N357","nonmito",""
"SLC37A3","Q8NCC5;Q8NCC5-2",107539.666666667,115219,"Q8NCC5","nonmito",""
"SLC37A4","O43826;O43826-2",155076,123973.666666667,"O43826","nonmito",""
"SLC38A1","Q9H2H9",109708.333333333,66573.2666666667,"Q9H2H9","nonmito",""
"SLC38A2","Q96QD8",223094,191917,"Q96QD8","nonmito",""
"SLC39A1","Q9NY26;Q9NY26-2",130569,138447.666666667,"Q9NY26","nonmito",""
"SLC39A10","Q9ULF5",113604.333333333,122233.666666667,"Q9ULF5","nonmito",""
"SLC39A14","Q15043;Q15043-2;Q15043-3",231507.666666667,143217.666666667,"Q15043","nonmito",""
"SLC39A6","Q13433",111390.3,110269,"Q13433","nonmito",""
"SLC3A2","P08195",1163340,471220.333333333,"P08195","nonmito",""
"SLC44A1","Q8WWI5;Q8WWI5-2;Q8WWI5-3",99164.3,88334.7666666667,"Q8WWI5","nonmito",""
"SLC44A2","Q8IWA5;Q8IWA5-2;Q8IWA5-3",77953.7333333333,103551.666666667,"Q8IWA5","nonmito",""
"SLC4A1AP","Q9BWU0",127743.333333333,130758.333333333,"Q9BWU0","nonmito",""
"SLC4A2","P04920",63426.5333333333,72027,"P04920","nonmito",""
"SLC4A7","Q9Y6M7-13;Q9Y6M7-6;Q9Y6M7-7;Q9Y6M7-8",56096.8666666667,68151.9666666667,"Q9Y6M7","nonmito",""
"SLC5A3","P53794",62759.4666666667,71511.8333333333,"0","nonmito",""
"SLC5A6","Q9Y289",112424.666666667,106021.666666667,"Q9Y289","nonmito",""
"SLC6A15","Q9H2J7",78026.3333333333,75800.4333333333,"Q9H2J7","nonmito",""
"SLC7A1","P30825",314225,213071,"P30825","nonmito",""
"SLC7A5","Q01650",611785,196681.666666667,"Q01650","nonmito",""
"SLC7A6","Q92536",162866,178009,"Q92536","nonmito",""
"SLC9A1","P19634",49387.5,55311.4,"P19634","nonmito",""
"SLC9A3R1","O14745",155113.333333333,153628.333333333,"O14745","nonmito",""
"SLC9A3R2","Q15599;Q15599-2",46767.3333333333,41727.3333333333,"Q15599","nonmito",""
"SLC9A6","Q92581-2",101728.4,124412.666666667,"Q92581","nonmito",""
"SLIRP","Q9GZT3;Q9GZT3-2",295200.666666667,293598.666666667,"Q9GZT3","mito",""
"SLIT2","O94813",126797.666666667,156435,"O94813","nonmito",""
"SLK","Q9H2G2;Q9H2G2-2",134092,141689.333333333,"Q9H2G2","nonmito",""
"SLMAP","Q14BN4",62196.4,82264.5666666667,"Q14BN4","nonmito",""
"SLTM","Q9NWH9",138736.666666667,133100.666666667,"Q9NWH9","nonmito",""
"SLU7","O95391",107500.166666667,99438.7666666667,"O95391","nonmito",""
"SMAD1","Q15797",231722.666666667,255864.333333333,"Q15797","nonmito",""
"SMAD3","P84022",152582.333333333,152619.666666667,"P84022","nonmito",""
"SMAD4","Q13485",172046.666666667,159984,"Q13485","nonmito",""
"SMAP2","Q8WU79",328217,317800.333333333,"Q8WU79","nonmito",""
"SMARCA1","P28370",229196.333333333,240332.333333333,"P28370","nonmito",""
"SMARCA4","P51532;P51532-2;P51532-3;P51532-4;P51532-5",164384,169915.666666667,"P51532","nonmito",""
"SMARCA5","O60264",269513.333333333,266509.666666667,"O60264","nonmito",""
"SMARCAD1","Q9H4L7-2",143639.333333333,140118.333333333,"Q9H4L7","nonmito",""
"SMARCAL1","Q9NZC9",92760.6,100706.333333333,"Q9NZC9","nonmito",""
"SMARCB1","Q12824-2",319120.666666667,428504,"Q12824","nonmito",""
"SMARCC1","Q92922",148674.666666667,204072.333333333,"Q92922","nonmito",""
"SMARCC2","Q8TAQ2",222274,243678,"Q8TAQ2","nonmito",""
"SMARCD1","Q96GM5",217184,239465,"Q96GM5","nonmito",""
"SMARCD2","Q92925;Q92925-3",151085.666666667,173918.666666667,"Q92925","nonmito",""
"SMARCE1","Q969G3;Q969G3-2;Q969G3-3;Q969G3-4;Q969G3-5;Q969G3-6",103723.9,91162.0666666667,"Q969G3","nonmito",""
"SMC1A","Q14683",241491.333333333,234580,"Q14683","nonmito",""
"SMC2","O95347",193404.666666667,202240,"O95347","nonmito",""
"SMC3","Q9UQE7",290185.333333333,280921.666666667,"Q9UQE7","nonmito",""
"SMC4","Q9NTJ3",175662.333333333,185473,"Q9NTJ3","nonmito",""
"SMC5","Q8IY18",110896.333333333,105793,"Q8IY18","nonmito",""
"SMC6","Q96SB8;Q96SB8-2",117391.333333333,110760.666666667,"Q96SB8","nonmito",""
"SMCHD1","A6NHR9",151944.666666667,146852.666666667,"A6NHR9","nonmito",""
"SMG1","Q96Q15",83755.9333333333,84488.8666666667,"Q96Q15","nonmito",""
"SMG5","Q9UPR3",106630,113360.333333333,"Q9UPR3","nonmito",""
"SMG6","Q86US8",54966.2333333333,62753.3,"Q86US8","nonmito",""
"SMG7","Q92540;Q92540-2;Q92540-4",104790.666666667,99244.0666666667,"Q92540","nonmito",""
"SMG8","Q8ND04;Q8ND04-2",168827.333333333,154423,"Q8ND04","nonmito",""
"SMG9","Q9H0W8;Q9H0W8-2",105693,95233.0666666667,"Q9H0W8","nonmito",""
"SMIM12","Q96EX1",99350.6666666667,124948,"Q96EX1","nonmito",""
"SMN1","Q16637;Q16637-3",329177.333333333,340942,"0","nonmito",""
"SMNDC1","O75940",237398.333333333,234399.666666667,"O75940","nonmito",""
"SMPD4","Q9NXE4-2",147955.666666667,150715,"Q9NXE4","nonmito",""
"SMPDL3B","Q92485",114871.666666667,95829.6333333333,"Q92485","nonmito",""
"SMS","P52788",220187,172080,"P52788","nonmito",""
"SMU1","Q2TAY7",449671,443637.333333333,"Q2TAY7","nonmito",""
"SMUG1","Q53HV7",40570.4333333333,45235.4333333333,"Q53HV7","nonmito",""
"SMYD2","Q9NRG4",184423.333333333,184251,"Q9NRG4","nonmito",""
"SMYD3","Q9H7B4",138768.666666667,125423,"Q9H7B4","nonmito",""
"SMYD5","Q6GMV2",176429.666666667,141706.333333333,"Q6GMV2","nonmito",""
"SNAP23","O00161",187883.666666667,195128.333333333,"O00161","nonmito",""
"SNAP29","O95721",346637.333333333,364254.333333333,"O95721","mito",""
"SNAP47","Q5SQN1",115816,138340.666666667,"Q5SQN1","nonmito",""
"SNAPC3","Q92966",56002.7666666667,60055.7333333333,"Q92966","nonmito",""
"SNCA","P37840;P37840-2",120135.333333333,111202.666666667,"P37840","nonmito",""
"SND1","Q7KZF4",656097,706825.333333333,"Q7KZF4","mito",""
"SNF8","Q96H20",301212.666666667,254440.333333333,"Q96H20","nonmito",""
"SNIP1","Q8TAD8",113219.333333333,128362.333333333,"Q8TAD8","nonmito",""
"SNRNP200","O75643",495973.666666667,502556.666666667,"O75643","nonmito",""
"SNRNP27","Q8WVK2",173020.666666667,168299,"Q8WVK2","nonmito",""
"SNRNP40","Q96DI7",293338.666666667,281683,"Q96DI7","nonmito",""
"SNRNP70","P08621",567246,586107,"P08621","nonmito",""
"SNRPA","P09012",530552.666666667,537355,"P09012","nonmito",""
"SNRPA1","P09661",640723,719815.333333333,"P09661","nonmito",""
"SNRPB","P14678;P14678-2;P14678-3",1219810,1060596.66666667,"P14678","nonmito",""
"SNRPB2","P08579",428317.666666667,492234,"P08579","nonmito",""
"SNRPC","P09234",487909,705984,"P09234","nonmito",""
"SNRPD1","P62314",729540,712604.666666667,"P62314","nonmito",""
"SNRPD2","P62316",1485213.33333333,1398133.33333333,"P62316","nonmito",""
"SNRPD3","P62318;P62318-2",2761020,2605323.33333333,"P62318","nonmito",""
"SNRPE","P62304",725780,750493.666666667,"P62304","nonmito",""
"SNRPF","P62306",810498,780127.333333333,"P62306","nonmito",""
"SNTB2","Q13425",89809.1,98907,"Q13425","nonmito",""
"SNU13","P55769",1571643.33333333,1363373.33333333,"P55769","nonmito",""
"SNUPN","O95149",147553.333333333,142044,"O95149","nonmito",""
"SNW1","Q13573",225330,239677,"Q13573","nonmito",""
"SNX1","Q13596",239392.333333333,247276,"Q13596","nonmito",""
"SNX12","Q9UMY4;Q9UMY4-1",254676.333333333,295406.333333333,"Q9UMY4","nonmito",""
"SNX15","Q9NRS6",163944,214666.333333333,"Q9NRS6","nonmito",""
"SNX17","Q15036",244959.333333333,240337.666666667,"Q15036","nonmito",""
"SNX18","Q96RF0-2",100485.633333333,78004.7,"Q96RF0","nonmito",""
"SNX2","O60749",310519.666666667,320139.333333333,"O60749","nonmito",""
"SNX24","Q9Y343;Q9Y343-2",63388.6,65894.0333333333,"Q9Y343","nonmito",""
"SNX27","Q96L92",182237,196301.333333333,"Q96L92","nonmito",""
"SNX29","Q8TEQ0;Q8TEQ0-2",117248,131832.333333333,"Q8TEQ0","nonmito",""
"SNX3","O60493",709517.666666667,797384.333333333,"O60493","nonmito",""
"SNX30","Q5VWJ9",108462.666666667,82469.2666666667,"Q5VWJ9","nonmito",""
"SNX4","O95219",168783.333333333,179399.666666667,"O95219","nonmito",""
"SNX5","Q9Y5X3",279808.333333333,287988.333333333,"Q9Y5X3","nonmito",""
"SNX6","Q9UNH7",186893.333333333,179674.333333333,"Q9UNH7","nonmito",""
"SNX7","Q9UNH6;Q9UNH6-2;Q9UNH6-3",75147.2333333333,96816.6333333333,"Q9UNH6","nonmito",""
"SNX8","Q9Y5X2",50159.2333333333,77145.4333333333,"Q9Y5X2","nonmito",""
"SNX9","Q9Y5X1",302789.666666667,335872,"Q9Y5X1","nonmito",""
"SOAT1","P35610",123344.333333333,141119.333333333,"P35610","nonmito",""
"SOD1","P00441",3060093.33333333,2984036.66666667,"P00441","mito",""
"SOD2","P04179;P04179-4",625495,683160.666666667,"P04179","mito",""
"SON","P18583-5",214638.333333333,231215.333333333,"P18583","nonmito",""
"SORD","Q00796",278354.333333333,236955,"Q00796","nonmito",""
"SORT1","Q99523",117675.666666667,142471.666666667,"Q99523","nonmito",""
"SOS1","Q07889",98138.0666666667,110927,"Q07889","nonmito",""
"SOX9","P48436",109304.8,150019,"P48436","nonmito",""
"SP1","P08047;P08047-3",112863.666666667,115733.666666667,"P08047","nonmito",""
"SP3","Q02447;Q02447-2;Q02447-3;Q02447-4;Q02447-5;Q02447-6",44952.7666666667,38134.8666666667,"Q02447","nonmito",""
"SPAG5","Q96R06",50272.0666666667,48935.3666666667,"Q96R06","nonmito",""
"SPAG7","O75391",152983.666666667,130153,"O75391","nonmito",""
"SPAG9","O60271-2;O60271-4",137951.666666667,144983.333333333,"O60271","nonmito",""
"SPART","Q8N0X7",178847,187491.666666667,"Q8N0X7","nonmito",""
"SPAST","Q9UBP0;Q9UBP0-3",145331.666666667,149863.666666667,"Q9UBP0","nonmito",""
"SPATA20","Q8TB22;Q8TB22-2;Q8TB22-3",68294.2,78854.7,"Q8TB22","mito",""
"SPATA5","Q8NB90",141481.333333333,133169.333333333,"Q8NB90","nonmito",""
"SPATA5L1","Q9BVQ7",101161.466666667,99072.8,"Q9BVQ7","nonmito",""
"SPATS2","Q86XZ4",101298.233333333,111468.333333333,"Q86XZ4","nonmito",""
"SPATS2L","Q9NUQ6;Q9NUQ6-2",94389.7666666667,89193.6666666667,"Q9NUQ6","nonmito",""
"SPC24","Q8NBT2",83811.3333333333,112171,"Q8NBT2","nonmito",""
"SPC25","Q9HBM1",186706.666666667,196105,"Q9HBM1","nonmito",""
"SPCS1","Q9Y6A9",195054.333333333,272191.666666667,"Q9Y6A9","nonmito",""
"SPCS2","Q15005",433972.333333333,469751.666666667,"Q15005","nonmito",""
"SPCS3","P61009",134130.333333333,152708.666666667,"P61009","nonmito",""
"SPDL1","Q96EA4",124536.666666667,124067.333333333,"Q96EA4","nonmito",""
"SPECC1","Q5M775;Q5M775-4",100717.8,110763.333333333,"Q5M775","nonmito",""
"SPECC1L","Q69YQ0;Q69YQ0-2",77639.4333333333,76677,"Q69YQ0","nonmito",""
"SPEN","Q96T58",110162,137908.666666667,"Q96T58","nonmito",""
"SPG11","Q96JI7",51674.3333333333,44136.1666666667,"Q96JI7","nonmito",""
"SPG21","Q9NZD8;Q9NZD8-2",178125,190137.333333333,"Q9NZD8","nonmito",""
"SPG7","Q9UQ90",99331.8666666667,92694.6,"Q9UQ90","mito",""
"SPICE1","Q8N0Z3",40327.8,50492.9333333333,"Q8N0Z3","nonmito",""
"SPIN1","Q9Y657",118265.333333333,127802,"Q9Y657","nonmito",""
"SPINDOC","Q9BUA3",143750,166487.333333333,"Q9BUA3","nonmito",""
"SPNS1","Q9H2V7;Q9H2V7-2;Q9H2V7-3",168433.666666667,171293,"Q9H2V7","nonmito",""
"SPOUT1","Q5T280",160421.333333333,147146.666666667,"Q5T280","nonmito",""
"SPPL2B","Q8TCT7;Q8TCT7-2;Q8TCT7-4",135641.333333333,143339,"Q8TCT7","nonmito",""
"SPR","P35270",173781.666666667,246375,"P35270","mito",""
"SPRYD4","Q8WW59",225949.666666667,236968.333333333,"Q8WW59","mito",""
"SPRYD7","Q5W111",61296.4666666667,61407.0666666667,"Q5W111","nonmito",""
"SPTAN1","Q13813-3",302193,286373.333333333,"Q13813","nonmito",""
"SPTBN1","Q01082",264235.666666667,248635.666666667,"Q01082","nonmito",""
"SPTBN2","O15020",112464.666666667,89315.6,"O15020","nonmito",""
"SPTLC1","O15269",253277.666666667,243188.666666667,"O15269","nonmito",""
"SPTLC2","O15270",110214.333333333,118563.666666667,"O15270","mito",""
"SPTY2D1","Q68D10",74284.8666666667,72396.7666666667,"Q68D10","nonmito",""
"SQLE","Q14534",108263,119404.333333333,"Q14534","nonmito",""
"SQSTM1","Q13501",189975,160162,"Q13501","nonmito",""
"SRA1","Q9HD15",231955.666666667,237638.333333333,"Q9HD15","nonmito",""
"SRBD1","Q8N5C6",142052,141919,"Q8N5C6","nonmito",""
"SRC","P12931;P12931-2",71896.25,66259.2,"P12931","nonmito",""
"SRCAP","Q6ZRS2;Q6ZRS2-2",159400,161799.666666667,"Q6ZRS2","nonmito",""
"SREK1","Q8WXA9-2",226987.333333333,211180.333333333,"Q8WXA9","nonmito",""
"SRFBP1","Q8NEF9",70799.0666666667,63274.6333333333,"Q8NEF9","nonmito",""
"SRGAP2","O75044",69674.5666666667,67599.6,"O75044","nonmito",""
"SRI","P30626;P30626-2;P30626-3",398671.333333333,632894,"P30626","nonmito",""
"SRM","P19623",432954.333333333,377054.666666667,"P19623","nonmito",""
"SRP14","P37108",391983,421738.666666667,"P37108","nonmito",""
"SRP19","P09132",515611,413367,"P09132","nonmito",""
"SRP54","P61011",225593.666666667,238946.333333333,"P61011","nonmito",""
"SRP68","Q9UHB9",393747.333333333,377278.333333333,"Q9UHB9","nonmito",""
"SRP72","O76094",269264.666666667,263271,"O76094","nonmito",""
"SRP9","P49458",1024878.33333333,1247473.33333333,"P49458","nonmito",""
"SRPK1","Q96SB4;Q96SB4-3;Q96SB4-4",161939.333333333,184642.666666667,"Q96SB4","nonmito",""
"SRPK2","P78362;P78362-2",220141.333333333,236713,"P78362","nonmito",""
"SRPRA","P08240",118020.333333333,144441,"P08240","nonmito",""
"SRPRB","Q9Y5M8",396758.333333333,413632.333333333,"Q9Y5M8","nonmito",""
"SRR","Q9GZT4",128232.333333333,118195.333333333,"Q9GZT4","nonmito",""
"SRRM1","Q8IYB3;Q8IYB3-2",165231.666666667,151944.333333333,"Q8IYB3","nonmito",""
"SRRM2","Q9UQ35",410017.333333333,450519.666666667,"Q9UQ35","nonmito",""
"SRRT","Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5",316224.333333333,306643.333333333,"Q9BXP5","nonmito",""
"SRSF1","Q07955",2078250,2095026.66666667,"Q07955","nonmito",""
"SRSF10","O75494;O75494-2;O75494-3;O75494-4;O75494-5;O75494-6",326046.666666667,360128.666666667,"O75494","nonmito",""
"SRSF11","Q05519;Q05519-2",763366.333333333,771791.666666667,"Q05519","nonmito",""
"SRSF2","Q01130;Q01130-2",1511426.66666667,1512693.33333333,"Q01130","nonmito",""
"SRSF3","P84103;P84103-2",2051546.66666667,2155806.66666667,"P84103","nonmito",""
"SRSF4","Q08170",380511.666666667,353847,"Q08170","nonmito",""
"SRSF5","Q13243",600600.666666667,578165.666666667,"Q13243","nonmito",""
