"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"A1BG","P04217",95213.161716,54639.88021,"nonmito",""
"A2M","P01023",231232.76408,151881.635433333,"nonmito",""
"AAAS","Q9NRG9",42156.951564,44383.0937533333,"nonmito",""
"AAK1","Q2M2I8;Q2M2I8-2",76940.175,76233.4427066667,"nonmito",""
"AAMP","Q13685",19004.274414,13432.57715,"nonmito",""
"AAR2","Q9Y312",22582.518358,19698.3522133333,"nonmito",""
"AARS1","P49588",103716.768746,89302.06771,"nonmito",""
"AARS2","Q5JTZ9",19651.786524,23268.1529966667,"mito",""
"AARSD1","Q9BTE6-2;Q9BTE6-3",51303.757814,47603.4453166667,"nonmito",""
"AASDHPPT","Q9NRN7",34309.582032,23682.48307,"nonmito",""
"AATF","Q9NY61",23869.876172,17552.10742,"nonmito",""
"ABAT","P80404",29929.841014,45922.6171866667,"mito",""
"ABCB10","Q9NRK6",26661.587108,30516.1582,"mito",""
"ABCB6","Q9NP58;Q9NP58-4",659891.77812,366788.2396,"mito",""
"ABCB7","O75027;O75027-2",37090.361718,40354.8450566667,"mito",""
"ABCB8","Q9NUT2;Q9NUT2-2;Q9NUT2-4;Q9NUT2-5",10930.0361322,14258.3984366667,"mito",""
"ABCC1","P33527;P33527-9",24004.070704,22500.5332,"nonmito",""
"ABCC3","O15438;O15438-4",21194.866406,18427.5045566667,"nonmito",""
"ABCC4","O15439;O15439-2",19643.719532,20289.7988266667,"nonmito",""
"ABCD1","P33897",33317.895314,37585.9322933333,"mito",""
"ABCD3","P28288",41331.657032,44410.8033833333,"mito",""
"ABCE1","P61221",107652.934374,91964.6718733333,"nonmito",""
"ABCF1","Q8NE71",127619.2297,123573.466133333,"nonmito",""
"ABCF2","Q9UG63;Q9UG63-2",49757.902344,45678.9544266667,"nonmito",""
"ABCF3","Q9NUQ8;Q9NUQ8-2",41586.36953,38388.6341133333,"nonmito",""
"ABHD10","Q9NUJ1",144638.42814,132093.395866667,"mito",""
"ABHD11","Q8NFV4",32350.9991204,29826.9759133333,"mito",""
"ABHD12","Q8N2K0;Q8N2K0-2",24043.627346,24936.1054666667,"nonmito",""
"ABHD13","Q7L211",42561.292188,43766.45052,"nonmito",""
"ABHD14B","Q96IU4",87666.260926,79459.0625033333,"nonmito",""
"ABHD16A","O95870",76338.656244,77713.81771,"nonmito",""
"ABHD17A","Q96GS6;Q96GS6-2",17956.151952,19150.3600266667,"nonmito",""
"ABHD17B","Q5VST6;Q5VST6-2",16903.353318,19310.4316433333,"nonmito",""
"ABHD4","Q8TB40",14287.7650406,25931.3431,"nonmito",""
"ABI1","Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9",92835.087516,65455.1914066667,"nonmito",""
"ABI3","Q9P2A4",46320.730078,13510.78939,"nonmito",""
"ABLIM1","O14639;O14639-2;O14639-6",46376.685938,29879.2096333333,"nonmito",""
"ABLIM3","O94929-2;O94929-3",10873.6119636,7967.28271466667,"nonmito",""
"ABR","Q12979;Q12979-2;Q12979-4",63526.303906,50459.3541666667,"nonmito",""
"ABRACL","Q9P1F3",220920.5125,262640.125,"nonmito",""
"ABRAXAS1","Q6UWZ7",17509.155078,21001.71875,"nonmito",""
"ABRAXAS2","Q15018",99299.740612,108156.3125,"nonmito",""
"ABT1","Q9ULW3",50242.19922,47212.2200533333,"nonmito",""
"ABTB1","Q969K4;Q969K4-3",35079.077148,58184.6966133333,"nonmito",""
"ACAA1","P09110",85066.165618,91381.42448,"mito",""
"ACAA2","P42765",162547.94222,185368.588566667,"mito",""
