"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"A2M","P01023",1249023.4,7055596.66666667,"nonmito",""
"AAAS","Q9NRG9",69600.86,72528.3666666667,"nonmito",""
"AACS","Q86V21",72955.88,108964.666666667,"nonmito",""
"AAGAB","Q6PD74",134129,132107.666666667,"nonmito",""
"AAK1","Q2M2I8",118087.6,89912.7666666667,"nonmito",""
"AAMDC","Q9H7C9",81736.3,86434.6333333333,"nonmito",""
"AAMP","Q13685",49990.52,65781.6333333333,"nonmito",""
"AAR2","Q9Y312",56659.38,75304.5,"nonmito",""
"AARS1","P49588",206652,238384,"nonmito",""
"AARS2","Q5JTZ9",49006.98,34785.7666666667,"mito",""
"AARSD1","Q9BTE6;Q9BTE6-2;Q9BTE6-3",102133.7,98652.6,"nonmito",""
"AASDHPPT","Q9NRN7",119609,141209.333333333,"nonmito",""
"AASS","Q9UDR5",56783.525,73127.6666666667,"mito",""
"AATF","Q9NY61",41320.84,55426.8,"nonmito",""
"ABAT","P80404",35027.2875,39692.5,"mito",""
"ABCB6","Q9NP58;Q9NP58-4",87201.4,167078,"mito",""
"ABCB7","O75027;O75027-2",61407.7,76980.9333333333,"mito",""
"ABCC1","P33527;P33527-9",72300.46,130474.333333333,"nonmito",""
"ABCC4","O15439;O15439-2",73778.72,55994.7333333333,"nonmito",""
"ABCD1","P33897",76669.82,77777.5333333333,"mito",""
"ABCD3","P28288",72613,77574.9666666667,"mito",""
"ABCE1","P61221",185422.6,189218,"nonmito",""
"ABCF1","Q8NE71",108265,120175,"nonmito",""
"ABCF2","Q9UG63;Q9UG63-2",97372.74,113761.666666667,"nonmito",""
"ABCF3","Q9NUQ8;Q9NUQ8-2",106646.2,122056,"nonmito",""
"ABHD10","Q9NUJ1",89209.36,83428.9333333333,"mito",""
"ABHD12","Q8N2K0;Q8N2K0-2",93797.34,109486.4,"nonmito",""
"ABHD14B","Q96IU4",220861.6,204982.333333333,"nonmito",""
"ABHD16A","O95870",80101.7,85012.2666666667,"nonmito",""
"ABHD17B","Q5VST6;Q5VST6-2",31308.6,69769.6966666667,"nonmito",""
"ABI1","Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9",86466.88,58736.9666666667,"nonmito",""
"ABLIM3","O94929-2;O94929-3",70846.96,42721.6,"nonmito",""
"ABR","Q12979;Q12979-2;Q12979-4",83617.8,71116.3666666667,"nonmito",""
"ABRACL","Q9P1F3",223533.6,188558.333333333,"nonmito",""
"ABRAXAS2","Q15018",72536.72,71398.7,"nonmito",""
"ACAA1","P09110",101190.04,107902.566666667,"mito",""
"ACAA2","P42765",115173.12,125377.666666667,"mito",""
"ACACA","Q13085;Q13085-4",78784.74,98380.3,"mito",""
"ACAD11","Q709F0",135807.6,65248.9,"mito",""
"ACAD9","Q9H845",71178.4,82520.9333333333,"mito",""
"ACADM","P11310;P11310-2",129016,134079.333333333,"mito",""
"ACADSB","P45954",42571.06,40791.9666666667,"mito",""
"ACADVL","P49748;P49748-3",220045.2,180918.333333333,"mito",""
"ACAP2","Q15057",62330.44,52124.7333333333,"nonmito",""
"ACAT1","P24752",222039,217996,"mito",""
"ACAT2","Q9BWD1;Q9BWD1-2",178254,311947.666666667,"nonmito",""
"ACBD3","Q9H3P7",164259,198915.333333333,"nonmito",""
"ACBD5","Q5T8D3-2;Q5T8D3-3",53796.96,40033.7333333333,"nonmito",""
"ACBD6","Q9BR61",39066.875,38476.4333333333,"nonmito",""
"ACIN1","Q9UKV3",64991.64,69877.2666666667,"nonmito",""
"ACLY","P53396",342206.6,465090.333333333,"mito",""
"ACO1","P21399",153660,249342.666666667,"nonmito",""
"ACO2","Q99798",132799,109099.333333333,"mito",""
"ACOT1","Q86TX2",104863.6,84261.0333333333,"nonmito",""
"ACOT13","Q9NPJ3;Q9NPJ3-2",97732.68,106310.4,"mito",""
"ACOT7","O00154;O00154-4;O00154-6;O00154-7",246991.6,360066,"mito",""
"ACOT8","O14734",120372.86,120683.666666667,"nonmito",""
"ACOT9","Q9Y305;Q9Y305-2;Q9Y305-4",151186.8,143552.333333333,"mito",""
"ACOX1","Q15067;Q15067-2",84571.16,94544.4666666667,"nonmito",""
"ACOX2","Q99424",61571.125,56570.1,"nonmito",""
"ACOX3","O15254",54032.52,49445.8666666667,"nonmito",""
"ACP1","P24666",243011,241185.666666667,"nonmito",""
"ACP2","P11117",120124.08,150235.333333333,"nonmito",""
"ACSF2","Q96CM8;Q96CM8-2;Q96CM8-3",27590.24,37347.1,"mito",""
"ACSF3","Q4G176",35631.98,47129.4,"mito",""
"ACSL1","P33121",69049.74,87148.2333333333,"mito",""
"ACSL3","O95573",161879.2,190722,"nonmito",""
"ACSL4","O60488;O60488-2",98765.66,151778.666666667,"nonmito",""
"ACSS2","Q9NR19;Q9NR19-2",89513.54,135029.666666667,"nonmito",""
"ACTA2","P62736",1419932,1020668.66666667,"nonmito",""
"ACTB","P60709",1374232,1360806.66666667,"nonmito",""
"ACTBL2","Q562R1",2233977.4,8276163.33333333,"nonmito",""
"ACTL6A","O96019",109134.4,104401.666666667,"nonmito",""
"ACTN1","P12814-2",181703.2,302520.666666667,"nonmito",""
"ACTN1","P12814",736070.8,779679,"nonmito",""
"ACTN4","O43707",535151.2,466389,"nonmito",""
"ACTR10","Q9NZ32",68825.94,72808.2333333333,"nonmito",""
"ACTR1A","P61163",320490.2,313001.666666667,"nonmito",""
"ACTR1B","P42025",199066.4,202965.666666667,"nonmito",""
"ACTR2","P61160",418278.8,460638.666666667,"nonmito",""
"ACTR3","P61158",577758.6,593754.333333333,"nonmito",""
"ACVR1","Q04771",93010.28,150407.666666667,"nonmito",""
"ACY1","Q03154",76748.42,75781.8666666667,"nonmito",""
"ACYP1","P07311",67416,73989.7,"nonmito",""
"ACYP2","P14621",57786.56,39154.9,"nonmito",""
"ADA","P00813",53245.92,54355.4666666667,"nonmito",""
"ADAM10","O14672",80223.92,129389,"nonmito",""
"ADAM17","P78536",40786.2,44264.4666666667,"nonmito",""
"ADAM9","Q13443",54850.54,109809,"nonmito",""
"ADAMTS1","Q9UHI8",25581.0233333333,99675.4666666667,"nonmito",""
"ADAR","P55265;P55265-4",79795.26,77776.0333333333,"nonmito",""
"ADCY9","O60503",68659.26,29912.2666666667,"nonmito",""
"ADD1","P35611;P35611-2;P35611-3;P35611-6",150379.8,154094.666666667,"nonmito",""
"ADD3","Q9UEY8-2",133419,158837,"nonmito",""
"ADGRE5","P48960;P48960-2;P48960-3",85658.08,68869.4666666667,"nonmito",""
"ADH5","P11766",268607.4,384915.333333333,"nonmito",""
"ADI1","Q9BV57",109593.36,107151.666666667,"nonmito",""
"ADK","P55263",97799.4,97696.8333333333,"nonmito",""
"ADNP","Q9H2P0",15677.68,7058.29,"nonmito",""
"ADO","Q96SZ5",97177.9,149264.266666667,"nonmito",""
"ADPGK","Q9BRR6;Q9BRR6-2",60182.32,70704.1666666667,"nonmito",""
"ADPRS","Q9NX46",75910.14,75025.5333333333,"nonmito",""
"ADRM1","Q16186",158812.2,165157.666666667,"nonmito",""
