"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"A1BG","P04217",119049.602856667,136358.5573,"nonmito",""
"A2M","P01023",251149.924496667,353439.750033333,"nonmito",""
"AAMDC","Q9H7C9",593938.8021,315111.208366667,"nonmito",""
"AARS1","P49588",54223.94401,72958.1432333333,"nonmito",""
"AARSD1","Q9BTE6-2;Q9BTE6-3",54585.9401066667,65509.4414066667,"nonmito",""
"AASDHPPT","Q9NRN7",45194.59896,58680.70703,"nonmito",""
"ABAT","P80404",25990.8365866667,12096.0192066667,"mito",""
"ABCA8","O94911-3",42341.74089,13790.2981766667,"nonmito",""
"ABCB10","Q9NRK6",20644.1946633333,15661.05697,"mito",""
"ABCB6","Q9NP58;Q9NP58-4",10782.1394033333,20771.97005,"mito",""
"ABCB7","O75027;O75027-2",47333.91341,24444.7161466667,"mito",""
"ABCB8","Q9NUT2;Q9NUT2-2;Q9NUT2-4;Q9NUT2-5",59787.7239566667,28069.64616,"mito",""
"ABCC9","O60706;O60706-2",31906.1901033333,20811.7623666667,"nonmito",""
"ABCE1","P61221",52226.9335966667,67314.8984366667,"nonmito",""
"ABCF1","Q8NE71",50732.3750033333,66122.60026,"nonmito",""
"ABCF2","Q9UG63;Q9UG63-2",45513.04297,31409.83073,"nonmito",""
"ABCF3","Q9NUQ8;Q9NUQ8-2",50599.8697933333,44577.6757833333,"nonmito",""
"ABHD10","Q9NUJ1",98943.55727,71024.16146,"mito",""
"ABHD11","Q8NFV4",59420.7916666667,48247.6953133333,"mito",""
"ABHD14B","Q96IU4",97414.95313,88201.34375,"nonmito",""
"ABHD16A","O95870",66328.2460933333,73063.4322933333,"nonmito",""
"ABI1","Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9",10783.6438766667,17892.1751333333,"nonmito",""
"ABI3BP","Q7Z7G0",49160.31771,169828.8802,"nonmito",""
"ABLIM1","O14639;O14639-2;O14639-6",72785.07423,32628.1829433333,"nonmito",""
"ABLIM2","Q6H8Q1-9",145745.8906,164234.583366667,"nonmito",""
"ABRA","Q8N0Z2",39313.5833366667,53876.5273466667,"nonmito",""
"ABRAXAS2","Q15018",42374.7226566667,43052.7031266667,"nonmito",""
"ACAA1","P09110",62097.04427,32853.9674466667,"mito",""
"ACAA2","P42765",982280.208333333,436748.875033333,"mito",""
"ACACB","O00763;O00763-2;O00763-3",21463.7825533333,49253.6822933333,"mito",""
"ACAD8","Q9UKU7",153243.596353333,61510.2513033333,"mito",""
"ACAD9","Q9H845",55415.32943,46303.3724,"mito",""
"ACADM","P11310;P11310-2",1190022.77083333,811251.375,"mito",""
"ACADS","P16219",1180199.54166667,222049.515633333,"mito",""
"ACADSB","P45954",148099.325546667,67758.2421866667,"mito",""
"ACADVL","P49748;P49748-2;P49748-3",2047586.16666667,345949.260433333,"mito",""
"ACAT1","P24752",1960507.41666667,1037166.35433333,"mito",""
"ACAT2","Q9BWD1",42968.17318,88652.91146,"nonmito",""
"ACBD3","Q9H3P7",14907.5322266667,15667.8707666667,"nonmito",""
"ACHE","P22303;P22303-2;P22303-4",21558.9915366667,25450.0026033333,"nonmito",""
"ACIN1","Q9UKV3;Q9UKV3-5",24806.6341166667,51142.39453,"nonmito",""
"ACLY","P53396;P53396-2",17765.31836,135377.385433333,"mito",""
"ACO1","P21399",170617.291666667,202977.5365,"nonmito",""
"ACO2","Q99798",1806021.58333333,946798.604166667,"mito",""
"ACOT1","Q86TX2",772028.9375,269319.5417,"nonmito",""
"ACOT13","Q9NPJ3;Q9NPJ3-2",276637.453133333,155345.062533333,"mito",""
"ACOT9","Q9Y305",104863.903646667,151389.218766667,"mito",""
"ACP1","P24666",782093.041666667,516813.895866667,"nonmito",""
"ACP2","P11117",34182.0963533333,28823.48828,"nonmito",""
"ACSF2","Q96CM8;Q96CM8-2;Q96CM8-3",71025.2487,92371.9010433333,"mito",""
"ACSF3","Q4G176",29240.733075,21447.78841,"mito",""
"ACSL1","P33121",573431.145833333,356625.3125,"mito",""
"ACSL3","O95573",165663.848966667,77836.2526033333,"nonmito",""
"ACSL4","O60488;O60488-2",76365.6692733333,40208.3112,"nonmito",""
"ACSS1","Q9NUB1;Q9NUB1-2",26160.81478,56453.8020833333,"mito",""
"ACSS2","Q9NR19;Q9NR19-2",56379.7031266667,109676.364566667,"nonmito",""
"ACSS3","Q9H6R3",8849.87793066667,7737.93668633333,"mito",""
"ACTA1","P68133",19391252.6666667,7986652.33333333,"nonmito",""
"ACTB","P60709",3970686.58333333,5316108.33333333,"nonmito",""
"ACTBL2","Q562R1",366008.6667,238891.645833333,"nonmito",""
"ACTC1","P68032",135805165.333333,85922570.6666667,"nonmito",""
"ACTL6A","O96019",11824.41862,26304.63216,"nonmito",""
"ACTN1","P12814;P12814-3",225023.846333333,199113.989566667,"nonmito",""
"ACTN2","P35609",16347321.6666667,9293233.33333333,"nonmito",""
"ACTN3","Q08043",2275802.44271,2079924.29166667,"nonmito",""
"ACTN4","O43707",4925348.41666667,4384349.5,"nonmito",""
